Ffurf safonol,Ffurf safonol arall ,Ffurf Saesneg,Cyfeirnod grid,Math (Cymraeg),Math (Saesneg),Awdurdod lleol (Cymraeg),Awdurdod lleol (Saesneg)
Merthyr Mawr,,Merthyr Mawr,SS8877,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Merthyr Tudful,,Merthyr Tydfil,SO0506,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Mesur-y-dorth,,Mesur-y-dorth,SM8330,Anheddiad,,Sir Benfro,Pembrokeshire
Middleton,,Middleton,SS4287,Anheddiad,,Abertawe,Swansea
Millin Cross,,Millin Cross,SM9913,Anheddiad,,Sir Benfro,Pembrokeshire
Milo,,Milo,SN5917,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Milwr,,Milwr,SJ1974,Anheddiad,,Sir y Fflint,Flintshire
Minffordd,,Minffordd,SH5770,Anheddiad,,Gwynedd,Gwynedd
Minffordd,,Minffordd,SH5938,Anheddiad,,Gwynedd,Gwynedd
Minllyn,,Minllyn,SH8514,Anheddiad,,Gwynedd,Gwynedd
Mochdre,,Mochdre,SH8278,Anheddiad,,Conwy,Conwy
Mochdre,,Mochdre,SO0788,Anheddiad,,Powys,Powys
Moel Ddolwen,,Moel Ddolwen,SH9807,Nodwedd o waith dyn,,Powys,Powys
Moelfre,,Moelfre,SH5186,Anheddiad,,Ynys Môn,Isle of Anglesey
Moelfre,,Moelfre,SH9574,Anheddiad,,Conwy,Conwy
Moelfre,,Moelfre,SJ1828,Anheddiad,,Powys,Powys
Moelyci,,Moelyci,SH5966,Nodwedd tir,,Gwynedd,Gwynedd
Moelycrio,,Moelycrio,SJ1969,Anheddiad,,Sir y Fflint,Flintshire
Coedymynach,,Monkswood,SO3402,,,Sir Fynwy,Monmouthshire
Monkton,,Monkton,SS9271,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Monkton,,Monkton,SM9701,Anheddiad,,Sir Benfro,Pembrokeshire
Monmouth Cap,,Monmouth Cap,SO3926,Anheddiad,,Sir Fynwy,Monmouthshire
"Moor, The",,"Moor, The",SJ3266,Anheddiad,,Sir y Fflint,Flintshire
Morfa,,Morfa,SH1933,Anheddiad,,Gwynedd,Gwynedd
Morfa,,Morfa,SN5712,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Morfa,,Morfa,SS5198,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Morfa-bach,,Morfa-bach,SN3613,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Morfa Bychan,,Morfa Bychan,SH5437,Anheddiad,,Gwynedd,Gwynedd
Morfa Nefyn,,Morfa Nefyn,SH2840,Anheddiad,,Gwynedd,Gwynedd
Morfa-glas,,Morfa-glas,SN8706,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Morgantown,,Morgantown,SO0406,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Moriah,,Moriah,SN6279,Anheddiad,,Ceredigion,Ceredigion
Morristown,,Morristown,ST1771,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Moss,,Moss,SJ3053,Anheddiad,,Wrecsam,Wrexham
Mostyn,,Mostyn,SJ1580,Anheddiad,,Sir y Fflint,Flintshire
Dociau Mostyn,,Mostyn Quay,SJ1581,Nodwedd o waith dyn,,Sir y Fflint,Flintshire
"Mot, Y",,New Moat,SN0625,Anheddiad,,Sir Benfro,Pembrokeshire
Moulton,,Moulton,ST0770,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Mount Ballan,,Mount Ballan,ST4989,Anheddiad,,Sir Fynwy,Monmouthshire
Mount Pleasant,,Mount Pleasant,SS6593,Anheddiad,,Abertawe,Swansea
Mount Pleasant,,Mount Pleasant,ST0798,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Mount Sion,,Mount Sion,SJ2953,Anheddiad,,Wrecsam,Wrexham
Mountain Hare,,Mountain Hare,SO0606,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Mounton,,Mounton,ST5193,Anheddiad,,Sir Fynwy,Monmouthshire
Murch,,Murch,ST1671,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Murton,,Murton,SS5889,Anheddiad,,Abertawe,Swansea
Musselwick,,Musselwick,SM8106,Anheddiad,,Sir Benfro,Pembrokeshire
"Mwmbwls, Y",,Mumbles,SS6187,Anheddiad,,Abertawe,Swansea
Mwnt,,Mwnt,SN1951,Anheddiad,,Ceredigion,Ceredigion
Mwynbwll,,Mwynbwll,SJ1867,Anheddiad,,Sir y Fflint,Flintshire
Mwyndy,,Mwyndy,ST0581,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Mwynglawdd,,Minera,SJ2751,Anheddiad,,Wrecsam,Wrexham
Myddfai,,Myddfai,SN7730,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Myddynfych,,Myddynfych,SN6213,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Mydroilyn,,Mydroilyn,SN4555,Anheddiad,,Ceredigion,Ceredigion
Mynachdy,,Mynachdy,ST1678,Anheddiad,,Caerdydd,Cardiff
Mynachlog Nedd,,Neath Abbey,SS7398,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Mynachlog-ddu,,Mynachlog-ddu,SN1430,Anheddiad,,Sir Benfro,Pembrokeshire
Mynwar,,Mynwear,SN0313,Anheddiad,,Sir Benfro,Pembrokeshire
Mynwent y Crynwyr,,Quakers Yard,ST0996,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
"Mynydd Bychan, Y",,Heath,ST1779,Anheddiad,,Caerdydd,Cardiff
Mynydd Helygain,,Halkyn Mountain,SJ1971,Nodwedd tir,,Sir y Fflint,Flintshire
Mynydd Isaf,,Lower Mountain,SJ3159,Anheddiad,,Sir y Fflint,Flintshire
Mynydd Llandygái,,Mynydd Llandygái,SH6065,Anheddiad,,Gwynedd,Gwynedd
Mynydd Mechell,,Mynydd Mechell,SH3589,Anheddiad,,Ynys Môn,Isle of Anglesey
Mynydd Rhuthun ,,Mynydd Rhuthun ,SS9679,Nodwedd tir,,Bro Morgannwg,Vale of Glamorgan
Mynydd-bach,,Mynydd-bach,SS6597,Anheddiad,,Abertawe,Swansea
Mynydd-bach,,Mynydd-bach,ST4894,Anheddiad,,Sir Fynwy,Monmouthshire
Mynydd-bach-y-glo,,Mynydd-bach-y-glo,SS6195,Anheddiad,,Abertawe,Swansea
Mynyddcerrig,,Mynyddcerrig,SN5013,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Mynydd Cynffig,,Kenfig Hill,SS8383,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Mynydd-du,,Mynydd-du,SJ2157,Anheddiad,,Sir y Fflint,Flintshire
Mynyddisa,,Mynyddisa,SJ2564,Anheddiad,,Sir y Fflint,Flintshire
Mynyddislwyn,,Mynyddislwyn,ST1994,Anheddiad,,Caerffili,Caerphilly
Mynydd-llan,,Mynydd-llan,SJ1572,Anheddiad,,Sir y Fflint,Flintshire
Mynydd-y-Fflint,,Flint Mountain,SJ2370,Anheddiad,,Sir y Fflint,Flintshire
Mynyddygarreg,,Mynyddygarreg,SN4208,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Mynytho,,Mynytho,SH3030,Anheddiad,,Gwynedd,Gwynedd
Naid-y-march,,Naid-y-march,SJ1675,Anheddiad,,Sir y Fflint,Flintshire
Nanhoron,,Nanhoron,SH2831,Nodwedd o waith dyn,,Gwynedd,Gwynedd
Nanhyfer,,Nevern,SN0839,Anheddiad,,Sir Benfro,Pembrokeshire
Nannerch,,Nannerch,SJ1669,Anheddiad,,Sir y Fflint,Flintshire
Nant Bwlchyrhaearn,,Nant Bwlchyrhaearn,SH7759,Ardal,,Conwy,Conwy
Nantcwnlle,,Nantcwnlle,SN5758,Anheddiad,,Ceredigion,Ceredigion
Nant-ddu,,Nant-ddu,SO0014,Anheddiad,,Powys,Powys
Nanternis,,Nanternis,SN3756,Anheddiad,,Ceredigion,Ceredigion
Nantgaredig,,Nantgaredig,SN4921,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Nantgarw,,Nantgarw,ST1285,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Nant-glas,,Nant-glas,SN9965,Anheddiad,,Powys,Powys
Nantglyn,,Nantglyn,SJ0062,Anheddiad,,Sir Ddinbych,Denbighshire
Nantgwynant,,Nantgwynant,SH6351,Anheddiad,,Gwynedd,Gwynedd
Nantlle,,Nantlle,SH5053,Anheddiad,,Gwynedd,Gwynedd
Nantmel,,Nantmel,SO0366,Anheddiad,,Powys,Powys
Nantmor,,Nantmor,SH6046,Anheddiad,,Gwynedd,Gwynedd
Nantperis,,Nantperis,SH6058,Anheddiad,,Gwynedd,Gwynedd
Nant-y-bai,,Nant-y-bai,SN7744,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Nant-y-bwch,,Nant-y-bwch,SO1210,Ardal,,Blaenau Gwent,Blaenau Gwent
Nant-y-cafn,,Nant-y-cafn,SN8107,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Nant-y-caws,,Nant-y-caws,SN4518,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Nantyceisiad,,Nantyceisiad,ST2089,Anheddiad,,Caerffili,Caerphilly
Nantyderi,,Nantyderi,SO3306,Anheddiad,,Sir Fynwy,Monmouthshire
Nantyfelin,,Nantyfelin,SH6874,Anheddiad,,Conwy,Conwy
Nant-y-ffin,,Nant-y-ffin,SN5532,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Nantyffyllon,,Nantyffyllon,SS8592,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Nant-y-glo,,Nant-y-glo,SO1910,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Nant-y-moel,,Nant-y-moel,SS9392,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Nantypandy,,Nantypandy,SH6974,Anheddiad,,Conwy,Conwy
Nantyrhibo,,Nantyrhibo,SN6223,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Narth,,Narth,SO5206,Anheddiad,,Sir Fynwy,Monmouthshire
Nasareth,,Nasareth,SH4750,Anheddiad,,Gwynedd,Gwynedd
Nebo,,Nebo,SH4690,Anheddiad,,Ynys Môn,Isle of Anglesey
Nebo,,Nebo,SH4750,Anheddiad,,Gwynedd,Gwynedd
Nebo,,Nebo,SH8356,Anheddiad,,Conwy,Conwy
Nebo,,Nebo,SN5465,Anheddiad,,Ceredigion,Ceredigion
Nefyn,,Nefyn,SH3040,Anheddiad,,Gwynedd,Gwynedd
Nelson,,Nelson,ST1195,Anheddiad,,Caerffili,Caerphilly
Nercwys,,Nercwys,SJ2361,Anheddiad,,Sir y Fflint,Flintshire
Neuadd,,Neuadd,SN6921,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Neuadd Cross,,Neuadd Cross,SN2545,Anheddiad,,Ceredigion,Ceredigion
Pentre-moch,,Northop Hall,SJ2767,Anheddiad,,Sir y Fflint,Flintshire
Neuadd-lwyd,,Neuadd-lwyd,SN4759,Ardal,,Ceredigion,Ceredigion
New Beaupre,,New Beaupre,ST0073,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
New Brighton,,New Brighton,SJ2750,Anheddiad,,Wrecsam,Wrexham
Pentre Cythrel,,New Brighton,SJ2565,Anheddiad,,Sir y Fflint,Flintshire
New Broughton,,New Broughton,SJ3151,Anheddiad,,Wrecsam,Wrexham
New Hedges,,New Hedges,SN1302,Anheddiad,,Sir Benfro,Pembrokeshire
New Inn,,New Inn,SN4736,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
New Inn,,New Inn,SO4800,Anheddiad,,Sir Fynwy,Monmouthshire
Newbridge,,Newbridge,SJ2841,Anheddiad,,Wrecsam,Wrexham
Newbridge on Usk,,Newbridge on Usk,ST3894,Anheddiad,,Sir Fynwy,Monmouthshire
Newton,,Newton,SS6088,Anheddiad,,Abertawe,Swansea
Newton Green,,Newton Green,ST5191,Anheddiad,,Sir Fynwy,Monmouthshire
Newtown,,Newtown,SO1710,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Neyland,,Neyland,SM9605,Anheddiad,,Sir Benfro,Pembrokeshire
Nicholaston,,Nicholaston,SS5288,Anheddiad,,Abertawe,Swansea
Niwbwrch,,Newborough,SH4265,Anheddiad,,Ynys Môn,Isle of Anglesey
Niwgwl,,Newgale,SM8422,Anheddiad,,Sir Benfro,Pembrokeshire
Nolton,,Nolton,SM8618,Anheddiad,,Sir Benfro,Pembrokeshire
Northville,,Northville,ST2996,Anheddiad,,Torfaen,Torfaen
Norton,,Norton,SO3067,Anheddiad,,Powys,Powys
Norton,,Norton,SO4420,Anheddiad,,Sir Fynwy,Monmouthshire
Norton,,Norton,SS4986,Anheddiad,,Abertawe,Swansea
Norton,,Norton,SS6188,Anheddiad,,Abertawe,Swansea
Notais,,Nottage,SS8178,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Nurston,,Nurston,ST0567,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Oakdale,,Oakdale,ST1898,Anheddiad,,Caerffili,Caerphilly
Oakenholt,,Oakenholt,SJ2671,Anheddiad,,Sir y Fflint,Flintshire
Oakfield,,Oakfield,ST2993,Anheddiad,,Torfaen,Torfaen
Ochrwyth,,Ochrwyth,ST2389,Anheddiad,,Caerffili,Caerphilly
Ogwr,,Ogmore,SS8876,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
"Olchfa, Yr",,"Olchfa, Yr",SS6193,Anheddiad,,Abertawe,Swansea
Old Furnace,,Old Furnace,SO2600,Anheddiad,,Torfaen,Torfaen
Old Warren,,Old Warren,SJ3263,Anheddiad,,Sir y Fflint,Flintshire
Oldcastle,,Oldcastle,SO3224,Anheddiad,,Sir Fynwy,Monmouthshire
Oldwalls,,Oldwalls,SS4891,Anheddiad,,Abertawe,Swansea
Oldway,,Oldway,SS5888,Anheddiad,,Abertawe,Swansea
Olmarch,,Olmarch,SN6255,Ardal,,Ceredigion,Ceredigion
Onllwyn,,Onllwyn,SN8410,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Onnen,,Onnen,SO4314,Anheddiad,,Sir Fynwy,Monmouthshire
"Orsedd, Yr",,Rossett,SJ3657,Anheddiad,,Wrecsam,Wrexham
Osbaston,,Osbaston,SO5014,Anheddiad,,Sir Fynwy,Monmouthshire
Over Monnow,,Over Monnow,SO5012,Ardal,,Sir Fynwy,Monmouthshire
Overton,,Overton,SS4685,Anheddiad,,Abertawe,Swansea
Owrtyn,,Overton,SJ3741,Anheddiad,,Wrecsam,Wrexham
Oxwich,,Oxwich,SS5086,Anheddiad,,Abertawe,Swansea
Padeswood,,Padeswood,SJ2762,Anheddiad,,Sir y Fflint,Flintshire
Palmerstown,,Palmerstown,ST1369,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Pancross,,Pancross,ST0469,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Pandy,,Pandy,SH8729,Ardal,,Gwynedd,Gwynedd
Pandy,,Pandy,SJ1935,Anheddiad,,Wrecsam,Wrexham
Pandy,,Pandy,SJ4243,Anheddiad,,Wrecsam,Wrexham
Pandy,,Pandy,SO3322,Anheddiad,,Sir Fynwy,Monmouthshire
Pandy Rhiwsaeson,,Pandy Rhiwsaeson,SH9004,Anheddiad,,Powys,Powys
Pandy’r Capel,,Pandy’r Capel,SJ0850,Anheddiad,,Sir Ddinbych,Denbighshire
Pandytudur,,Pandytudur,SH8564,Anheddiad,,Conwy,Conwy
Pantasaph,,Pantasa,SJ1675,Anheddiad,,Sir y Fflint,Flintshire
Pant-du,,Pant-du,SS7791,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Pant-glas,,Pant-glas,SH4747,Anheddiad,,Gwynedd,Gwynedd
Pant-glas,,Pant-glas,SJ1813,Anheddiad,,Powys,Powys
Pant-mawr,,Pant-mawr,SN8482,Anheddiad,,Powys,Powys
Pant-mawr,,Pant-mawr,ST1481,Anheddiad,,Caerdydd,Cardiff
Pantolwen,,Pantolwen,SN4142,Anheddiad,,Ceredigion,Ceredigion
Pantperthog,,Pantperthog,SH7404,Anheddiad,,Gwynedd,Gwynedd
Pant-teg,,Pant-teg,ST3199,Anheddiad,,Torfaen,Torfaen
Pantybuarth,,Pantybuarth,SJ2064,Anheddiad,,Sir y Fflint,Flintshire
Pant-y-caws,,Pant-y-caws,SN1426,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Pantycendy,,Pantycendy,SN3423,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Pant-y-crug,,Pant-y-crug,SN6578,Anheddiad,,Ceredigion,Ceredigion
Pant-y-dŵr,,Pant-y-dŵr,SN9874,Anheddiad,,Powys,Powys
Pant-y-ffridd,,Pant-y-ffridd,SJ1502,Anheddiad,,Powys,Powys
Pantyffynnon,,Pantyffynnon,SN6211,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Pantygaseg,,Pantygaseg,ST2599,Anheddiad,,Torfaen,Torfaen
Pantygelli,,Pantygelli,SO3018,Anheddiad,,Sir Fynwy,Monmouthshire
Pantygerdinen,,Ashvale,SO1310,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Pant-y-gog,,Pant-y-gog,SS9090,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Pantygoytre,,Pantygoytre,SO3408,Ardal,,Sir Fynwy,Monmouthshire
Pant-y-graig-wen,,Pant-y-graig-wen,ST0690,Ardal,,Rhondda Cynon Taf,Rhondda Cynon Taf
Pant-y-mwyn,,Pant-y-mwyn,SJ1964,Anheddiad,,Sir y Fflint,Flintshire
Pantypwdyn,,Pantypwdyn,SO2104,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Pantypyllau,,Pantypyllau,SS9282,Ardal,,Pen-y-bont ar Ogwr,Bridgend
Pantyrawel,,Pantyrawel,SS9287,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Pant-y-Waco,,Pant-y-Waco,SJ1476,Anheddiad,,Sir y Fflint,Flintshire
Paradwys,,Paradwys,SH4271,Anheddiad,,Ynys Môn,Isle of Anglesey
Parc,,Parc,SH8733,Ardal,,Gwynedd,Gwynedd
Parc Cathays,,Cathays Park,ST1876,Anheddiad,,Caerdydd,Cardiff
Parc Hendredenny,,Hendredenny Park,ST1387,Anheddiad,,Caerffili,Caerphilly
Parc Lansbury,,Lansbury Park,ST1687,Anheddiad,,Caerffili,Caerphilly
Parc Mawr,,Parc Mawr,ST1191,Anheddiad,,Caerffili,Caerphilly
Parc Seymour,,Parc Seymour,ST4091,Anheddiad,,Casnewydd,Newport
Parc Victoria,,Victoria Park,ST1576,Anheddiad,,Caerdydd,Cardiff
Parc Watford,,Watford Park,ST1486,Anheddiad,,Caerffili,Caerphilly
Parc y Rhath,,Roath Park,ST1879,Anheddiad,,Caerdydd,Cardiff
Parciau,,Parkey,SJ3848,Anheddiad,,Wrecsam,Wrexham
Parc-llyn,,Parc-llyn,SN2451,Anheddiad,,Ceredigion,Ceredigion
Parc-y-rhiw,,Parc-y-rhiw,SO2204,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Parc-y-rhos,,Parc-y-rhos,SN5746,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Park Lane,,Park Lane,SJ4239,Anheddiad,,Wrecsam,Wrexham
Parkhouse,,Parkhouse,SO4902,Anheddiad,,Sir Fynwy,Monmouthshire
Parkmill,,Parkmill,SS5489,Anheddiad,,Abertawe,Swansea
Parkside,,Parkside,SJ3855,Anheddiad,,Wrecsam,Wrexham
Parrog,,Parrog,SN0439,Anheddiad,,Sir Benfro,Pembrokeshire
Patrisio,,Partrishow,SO2722,Anheddiad,,Powys,Powys
Pedair-ffordd,,Pedair-ffordd,SJ1124,Anheddiad,,Powys,Powys
Pedair-hewl,,Four Roads,SN4409,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Pelcomb,,Pelcomb,SM9218,Anheddiad,,Sir Benfro,Pembrokeshire
Pelcomb Bridge,,Pelcomb Bridge,SM9317,Anheddiad,,Sir Benfro,Pembrokeshire
Pelcomb Cross,,Pelcomb Cross,SM9117,Anheddiad,,Sir Benfro,Pembrokeshire
Pemberton,,Pemberton,SN5300,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Pen Pyrod,,Worm's Head,SS3887,Nodwedd tir,,Abertawe,Swansea
Pen y Ball,,Pen y Ball,SJ1775,Ardal,,Sir y Fflint,Flintshire
Pen y Ball Top,,Pen y Ball Top,SJ1775,Ardal,,Sir y Fflint,Flintshire
Pen-allt,,Pen-allt,SO5210,Anheddiad,,Sir Fynwy,Monmouthshire
Penallta,,Penallta,ST1395,Anheddiad,,Caerffili,Caerphilly
Penalun,,Penally,SS1199,Anheddiad,,Sir Benfro,Pembrokeshire
Penantlliw,,Penantlliw,SH8132,Ardal,,Gwynedd,Gwynedd
Penarlâg,,Hawarden,SJ3165,Anheddiad,,Sir y Fflint,Flintshire
Penarth,,Penarth,ST1871,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Penarth Isaf,,Lower Penarth,ST1870,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Penbodlas,,Penbodlas,SH2833,Anheddiad,,Gwynedd,Gwynedd
Pen-bont Rhydybeddau,,Pen-bont Rhydybeddau,SN6783,Anheddiad,,Ceredigion,Ceredigion
Pen-boyr,,Pen-boyr,SN3536,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Pen-bre,,Pembrey,SN4201,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Penbryn,,Penbryn,SN2952,Anheddiad,,Ceredigion,Ceredigion
Pencader,,Pencader,SN4436,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Pencaenewydd,,Pencaenewydd,SH4041,Anheddiad,,Gwynedd,Gwynedd
Pencaerau,,Pencaerau,SS7495,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Pencarnisiog,,Pencarnisiog,SH3573,Anheddiad,,Ynys Môn,Isle of Anglesey
Pencarreg,,Pencarreg,SN5345,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Penceiliogi,,Penceiliogi,SN5300,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Pencelli,,Pencelli,SO0925,Anheddiad,,Powys,Powys
Pen-clawdd,,Pen-clawdd,SS5495,Anheddiad,,Abertawe,Swansea
Pencoed,,Pencoed,SS9681,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Pencraig,,Old Radnor,SO2559,Anheddiad,,Powys,Powys
Pendderi,,Pendderi,SN5400,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Penderyn,,Penderyn,SN9408,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Pendeulwyn,,Pendoylan,ST0676,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Pen-dre,,Pen-dre,SH5900,Anheddiad,,Gwynedd,Gwynedd
Pen-dre,,Pen-dre,SS9081,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Penegoes,,Penegoes,SH7700,Anheddiad,,Powys,Powys
Pen-ffordd,,Pen-ffordd,SN0722,Anheddiad,,Sir Benfro,Pembrokeshire
Penffordd-las,,Staylittle,SN8892,Anheddiad,,Powys,Powys
Penffordd-llan,,Penffordd-llan,SJ1377,Anheddiad,,Sir y Fflint,Flintshire
Penfro,,Pembroke,SM9801,Anheddiad,,Sir Benfro,Pembrokeshire
Pengam,,Pengam,ST1597,Anheddiad,,Caerffili,Caerphilly
Pengarn-ddu,,Pengarn-ddu,SO0708,Ardal,,Merthyr Tudful,Merthyr Tydfil
Pengelli,,Grovesend,SN5900,Anheddiad,,Abertawe,Swansea
Pengenffordd,,Pengenffordd,SO1730,Anheddiad,,Powys,Powys
Pengilfach,,Pengilfach,SH5661,Ardal,,Gwynedd,Gwynedd
Pengorffwysfa,,Pengorffwysfa,SH4692,Anheddiad,,Ynys Môn,Isle of Anglesey
Pengroeslon,,Pengroeslon,SH2130,Anheddiad,,Gwynedd,Gwynedd
Pengroesoped,,Pengroesoped,SO3107,Anheddiad,,Sir Fynwy,Monmouthshire
Penhelyg,,Penhelyg,SN6296,Anheddiad,,Gwynedd,Gwynedd
Pen-hw,,Pen-how,ST4290,Anheddiad,,Casnewydd,Newport
Peniel,,Peniel,SJ0362,Anheddiad,,Sir Ddinbych,Denbighshire
Peniel,,Peniel,SN4324,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Peniel Green,,Peniel Green,SS6997,Ardal,,Abertawe,Swansea
Penisa'r-waun,,Penisa'r-waun,SH5563,Anheddiad,,Gwynedd,Gwynedd
Pen-lan,,Pen-lan,SH6139,Ardal,,Gwynedd,Gwynedd
Pen-lan,,Pen-lan,SN3040,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Pen-lan,,Pen-lan,SS6496,Anheddiad,,Abertawe,Swansea
Penlanmabws,,Penlanmabws,SM8829,Anheddiad,,Sir Benfro,Pembrokeshire
Penlle'r-gaer,,Penlle'r-gaer,SS6198,Anheddiad,,Abertawe,Swansea
Pen-llin,,Pen-llin,SS9776,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Penllwyn,,Penllwyn,ST1795,Anheddiad,,Caerffili,Caerphilly
Pen-llwyn,,Pen-llwyn,SN6580,Anheddiad,,Ceredigion,Ceredigion
Penmachno,,Penmachno,SH7950,Anheddiad,,Conwy,Conwy
Penmaen,,Penmaen,ST1897,Anheddiad,,Caerffili,Caerphilly
Pen-maen,,Pen-maen,SS5288,Anheddiad,,Abertawe,Swansea
Penmaenmawr,,Penmaenmawr,SH7176,Anheddiad,,Conwy,Conwy
Pen-marc,,Penmark,ST0568,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Penmon,,Penmon,SH6380,Anheddiad,,Ynys Môn,Isle of Anglesey
Penmorfa,,Penmorfa,SH5440,Anheddiad,,Gwynedd,Gwynedd
Penmynydd,,Penmynydd,SH5074,Anheddiad,,Ynys Môn,Isle of Anglesey
Pennal,,Pennal,SH6900,Anheddiad,,Gwynedd,Gwynedd
Pennant,,Pennant,SN5163,Anheddiad,,Ceredigion,Ceredigion
Pennant,,Pennant,SN8797,Anheddiad,,Powys,Powys
Pennant Melangell,,Pennant Melangell,SJ0226,Ardal,,Powys,Powys
Pennar,,Pennar,SM9502,Anheddiad,,Sir Benfro,Pembrokeshire
Pennar Park,,Pennar Park,SM9402,Anheddiad,,Sir Benfro,Pembrokeshire
Pennard,,Pennard,SS5688,Anheddiad,,Abertawe,Swansea
Pennon,,Pennon,ST0569,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Pennorth,,Pennorth,SO1126,Anheddiad,,Powys,Powys
Pen-parc,,Pen-parc,SN2147,Anheddiad,,Ceredigion,Ceredigion
Penparcau,,Penparcau,SN5880,Anheddiad,,Ceredigion,Ceredigion
Penpedairheol,,Penpedairheol,ST1497,Anheddiad,,Caerffili,Caerphilly
Penpedairheol,,Penpedairheol,SO3303,Anheddiad,,Sir Fynwy,Monmouthshire
Penpergwm,,Penpergwm,SO3210,Ardal,,Sir Fynwy,Monmouthshire
Penperllenni,,Penperllenni,SO3204,Anheddiad,,Sir Fynwy,Monmouthshire
Pen-plas,,Pen-plas,SN3517,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Pen-pont,,Pen-pont,SN9728,Anheddiad,,Powys,Powys
Pen-prysg,,Pen-prysg,SS9682,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Pen-rallt,,Pen-rallt,SH3735,Anheddiad,,Gwynedd,Gwynedd
Penrherber,,Penrherber,SN2838,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
